"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11776","test","chromium","Fri Jun 20 01:56:56 UTC 2025","passed","Fri Jun 20 01:57:08 UTC 2025","","login.spec.js","",""
